State,District,Year,Area (Hectare),Production (Tonnes),Yield (Kg/Ha),Crop,Season,ndvi_mean,ndvi_max,ndvi_std,ndvi_reading_count
1. Karnataka,BANGALOR,2015,704.0,1853.0,2.63,Rice,Kharif,,,,
1. Karnataka,BANGALOR,2016,540.0,1413.0,2.62,Rice,Kharif,,,,
1. Karnataka,BANGALOR,2017,532.0,1510.0,2.84,Rice,Kharif,,,,
1. Karnataka,BANGALOR,2018,186.0,553.0,2.97,Rice,Kharif,,,,
1. Karnataka,BANGALOR,2019,141.0,410.0,2.91,Rice,Kharif,,,,
1. Karnataka,BANGALOR,2020,204.0,624.0,3.06,Rice,Kharif,,,,
1. Karnataka,BELGAUM,2010,68354.0,139200.0,2.04,Rice,Kharif,,,,
1. Karnataka,BELGAUM,2011,68215.0,158758.0,2.33,Rice,Kharif,,,,
1. Karnataka,BELGAUM,2012,63613.0,94818.0,1.49,Rice,Kharif,,,,
1. Karnataka,BELGAUM,2013,58597.0,123581.0,2.11,Rice,Kharif,,,,
1. Karnataka,BELGAUM,2014,59938.0,176688.0,2.95,Rice,Kharif,,,,
1. Karnataka,BELGAUM,2015,61123.0,40531.0,0.66,Rice,Kharif,,,,
1. Karnataka,BELGAUM,2016,65581.0,123732.0,1.89,Rice,Kharif,,,,
1. Karnataka,BELGAUM,2017,64555.0,148535.0,2.3,Rice,Kharif,,,,
1. Karnataka,BELGAUM,2018,53499.0,134938.0,2.52,Rice,Kharif,,,,
1. Karnataka,BELGAUM,2019,60515.0,151599.0,2.51,Rice,Kharif,0.7757,0.7757,,1.0
1. Karnataka,BELGAUM,2020,60300.0,165403.0,2.74,Rice,Kharif,0.6374,0.6971,0.08442854967367378,2.0
1. Karnataka,BELLARY,2010,88799.0,339376.0,3.82,Rice,Kharif,,,,
1. Karnataka,BELLARY,2011,77226.0,288837.0,3.74,Rice,Kharif,,,,
1. Karnataka,BELLARY,2012,78029.0,289394.0,3.71,Rice,Kharif,,,,
1. Karnataka,BELLARY,2013,76010.0,290788.0,3.83,Rice,Kharif,,,,
1. Karnataka,BELLARY,2014,77598.0,286690.0,3.69,Rice,Kharif,,,,
1. Karnataka,BELLARY,2015,75608.0,283647.0,3.75,Rice,Kharif,,,,
1. Karnataka,BELLARY,2016,83580.0,328323.0,3.93,Rice,Kharif,,,,
1. Karnataka,BELLARY,2017,55561.0,234990.0,4.23,Rice,Kharif,,,,
1. Karnataka,BELLARY,2018,105813.0,427823.0,4.04,Rice,Kharif,,,,
1. Karnataka,BELLARY,2019,97180.0,421999.0,4.34,Rice,Kharif,,,,
1. Karnataka,BELLARY,2020,107105.0,474796.0,4.43,Rice,Kharif,,,,
1. Karnataka,BENGALUR,2010,1495.0,4258.0,2.85,Rice,Kharif,,,,
1. Karnataka,BENGALUR,2011,1410.0,4853.0,3.44,Rice,Kharif,,,,
1. Karnataka,BENGALUR,2012,974.0,3006.0,3.09,Rice,Kharif,,,,
1. Karnataka,BENGALUR,2013,1113.0,3941.0,3.54,Rice,Kharif,,,,
1. Karnataka,BENGALUR,2014,950.0,3374.0,3.55,Rice,Kharif,,,,
1. Karnataka,BENGALUR,2015,716.0,2172.0,3.03,Rice,Kharif,,,,
1. Karnataka,BENGALUR,2016,296.0,953.0,3.22,Rice,Kharif,,,,
1. Karnataka,BENGALUR,2017,226.0,725.0,3.21,Rice,Kharif,,,,
1. Karnataka,BENGALUR,2018,328.0,1217.0,3.71,Rice,Kharif,,,,
1. Karnataka,BENGALUR,2019,573.0,2241.0,3.91,Rice,Kharif,,,,
1. Karnataka,BENGALUR,2020,237.0,930.0,3.92,Rice,Kharif,,,,
1. Karnataka,BIDAR,2010,4927.0,4816.0,0.98,Rice,Kharif,,,,
1. Karnataka,BIDAR,2011,6489.0,5830.0,0.9,Rice,Kharif,,,,
1. Karnataka,BIDAR,2012,4939.0,4880.0,0.99,Rice,Kharif,,,,
1. Karnataka,BIDAR,2013,3572.0,5541.0,1.55,Rice,Kharif,,,,
1. Karnataka,BIDAR,2014,2063.0,1989.0,0.96,Rice,Kharif,,,,
1. Karnataka,BIDAR,2015,1549.0,1317.0,0.85,Rice,Kharif,,,,
1. Karnataka,BIDAR,2016,525.0,629.0,1.2,Rice,Kharif,,,,
1. Karnataka,BIDAR,2017,1018.0,1898.0,1.86,Rice,Kharif,,,,
1. Karnataka,BIDAR,2018,617.0,444.0,0.72,Rice,Kharif,,,,
1. Karnataka,BIDAR,2019,743.0,832.0,1.12,Rice,Kharif,0.59325,0.6751,0.11575338008023783,2.0
1. Karnataka,BIDAR,2020,969.0,1076.0,1.11,Rice,Kharif,0.48974,0.6318,0.29203596182662167,5.0
1. Karnataka,BIJAPUR,2010,71.0,228.0,3.21,Rice,Kharif,,,,
1. Karnataka,BIJAPUR,2011,88.0,283.0,3.22,Rice,Kharif,,,,
1. Karnataka,BIJAPUR,2012,97.0,247.0,2.55,Rice,Kharif,,,,
1. Karnataka,BIJAPUR,2013,52.0,154.0,2.96,Rice,Kharif,,,,
1. Karnataka,BIJAPUR,2014,50.0,153.0,3.06,Rice,Kharif,,,,
1. Karnataka,BIJAPUR,2015,51.0,138.0,2.71,Rice,Kharif,,,,
1. Karnataka,BIJAPUR,2016,14.0,39.0,2.79,Rice,Kharif,,,,
1. Karnataka,BIJAPUR,2017,30.0,86.0,2.87,Rice,Kharif,,,,
1. Karnataka,BIJAPUR,2018,91.0,259.0,2.85,Rice,Kharif,,,,
1. Karnataka,BIJAPUR,2019,108.0,346.0,3.2,Rice,Kharif,0.7017,0.7017,,1.0
1. Karnataka,BIJAPUR,2020,138.0,455.0,3.3,Rice,Kharif,0.5429666666666667,0.7978,0.17721492788889615,6.0
1. Karnataka,CHAMARAJANAGAR,2010,16244.0,46851.0,2.88,Rice,Kharif,,,,
1. Karnataka,CHAMARAJANAGAR,2011,14443.0,43509.0,3.01,Rice,Kharif,,,,
1. Karnataka,CHAMARAJANAGAR,2012,6871.0,23401.0,3.41,Rice,Kharif,,,,
1. Karnataka,CHAMARAJANAGAR,2013,15001.0,55778.0,3.72,Rice,Kharif,,,,
1. Karnataka,CHAMARAJANAGAR,2014,13739.0,44455.0,3.24,Rice,Kharif,,,,
1. Karnataka,CHAMARAJANAGAR,2015,13585.0,48900.0,3.6,Rice,Kharif,,,,
1. Karnataka,CHAMARAJANAGAR,2016,6708.0,14746.0,2.2,Rice,Kharif,,,,
1. Karnataka,CHAMARAJANAGAR,2017,2648.0,9831.0,3.71,Rice,Kharif,,,,
1. Karnataka,CHAMARAJANAGAR,2018,9790.0,34830.0,3.56,Rice,Kharif,,,,
1. Karnataka,CHAMARAJANAGAR,2019,6783.0,23282.0,3.43,Rice,Kharif,0.0285,0.0285,,1.0
1. Karnataka,CHAMARAJANAGAR,2020,10713.0,32643.0,3.05,Rice,Kharif,0.3071,0.4266,0.11118727445171052,3.0
1. Karnataka,CHIKBALLAPUR,2010,6599.0,21666.0,3.28,Rice,Kharif,,,,
1. Karnataka,CHIKBALLAPUR,2011,5152.0,15249.0,2.96,Rice,Kharif,,,,
1. Karnataka,CHIKBALLAPUR,2012,3082.0,8623.0,2.8,Rice,Kharif,,,,
1. Karnataka,CHIKBALLAPUR,2013,2095.0,5983.0,2.86,Rice,Kharif,,,,
1. Karnataka,CHIKBALLAPUR,2014,799.0,1900.0,2.38,Rice,Kharif,,,,
1. Karnataka,CHIKBALLAPUR,2015,1216.0,3350.0,2.75,Rice,Kharif,,,,
1. Karnataka,CHIKBALLAPUR,2016,1392.0,3457.0,2.48,Rice,Kharif,,,,
1. Karnataka,CHIKBALLAPUR,2017,243.0,805.0,3.31,Rice,Kharif,,,,
1. Karnataka,CHIKBALLAPUR,2018,583.0,1825.0,3.13,Rice,Kharif,,,,
1. Karnataka,CHIKBALLAPUR,2019,239.0,795.0,3.33,Rice,Kharif,,,,
1. Karnataka,CHIKBALLAPUR,2020,2058.0,6664.0,3.24,Rice,Kharif,,,,
1. Karnataka,CHIKMAGALUR,2010,40562.0,111308.0,2.74,Rice,Kharif,,,,
1. Karnataka,CHIKMAGALUR,2011,41880.0,113629.0,2.71,Rice,Kharif,,,,
1. Karnataka,CHIKMAGALUR,2012,35282.0,80175.0,2.27,Rice,Kharif,,,,
1. Karnataka,CHIKMAGALUR,2013,38396.0,105672.0,2.75,Rice,Kharif,,,,
1. Karnataka,CHIKMAGALUR,2014,37327.0,97056.0,2.6,Rice,Kharif,,,,
1. Karnataka,CHIKMAGALUR,2015,32219.0,86223.0,2.68,Rice,Kharif,,,,
1. Karnataka,CHIKMAGALUR,2016,29637.0,70867.0,2.39,Rice,Kharif,,,,
1. Karnataka,CHIKMAGALUR,2017,24094.0,57658.0,2.39,Rice,Kharif,,,,
1. Karnataka,CHIKMAGALUR,2018,17525.0,42155.0,2.41,Rice,Kharif,,,,
1. Karnataka,CHIKMAGALUR,2019,14399.0,36236.0,2.52,Rice,Kharif,0.187,0.187,,1.0
1. Karnataka,CHIKMAGALUR,2020,13557.0,36143.0,2.67,Rice,Kharif,0.2078,0.2078,,1.0
1. Karnataka,CHITRADURGA,2010,7941.0,18659.0,2.35,Rice,Kharif,,,,
1. Karnataka,CHITRADURGA,2011,4723.0,10517.0,2.23,Rice,Kharif,,,,
1. Karnataka,CHITRADURGA,2012,2864.0,6470.0,2.26,Rice,Kharif,,,,
1. Karnataka,CHITRADURGA,2013,1196.0,2692.0,2.25,Rice,Kharif,,,,
1. Karnataka,CHITRADURGA,2014,1048.0,2376.0,2.27,Rice,Kharif,,,,
1. Karnataka,CHITRADURGA,2015,847.0,2032.0,2.4,Rice,Kharif,,,,
1. Karnataka,CHITRADURGA,2016,798.0,1528.0,1.91,Rice,Kharif,,,,
1. Karnataka,CHITRADURGA,2017,355.0,936.0,2.64,Rice,Kharif,,,,
1. Karnataka,CHITRADURGA,2018,774.0,1417.0,1.83,Rice,Kharif,,,,
1. Karnataka,CHITRADURGA,2019,96.0,216.0,2.25,Rice,Kharif,0.1231,0.1231,,1.0
1. Karnataka,CHITRADURGA,2020,1227.0,2950.0,2.4,Rice,Kharif,0.053866666666666674,0.085,0.02806783449668559,3.0
1. Karnataka,DAKSHI,2010,32408.0,80253.0,2.48,Rice,Kharif,,,,
1. Karnataka,DAKSHI,2011,32423.0,87200.0,2.69,Rice,Kharif,,,,
1. Karnataka,DAKSHI,2012,31498.0,83815.0,2.66,Rice,Kharif,,,,
1. Karnataka,DAKSHI,2013,31646.0,87004.0,2.75,Rice,Kharif,,,,
1. Karnataka,DAKSHI,2014,29749.0,78228.0,2.63,Rice,Kharif,,,,
1. Karnataka,DAKSHI,2015,28029.0,76208.0,2.72,Rice,Kharif,,,,
1. Karnataka,DAKSHI,2016,28540.0,88876.0,3.11,Rice,Kharif,,,,
1. Karnataka,DAKSHI,2017,23343.0,65884.0,2.82,Rice,Kharif,,,,
1. Karnataka,DAKSHI,2018,6018.0,18032.0,3.0,Rice,Kharif,,,,
1. Karnataka,DAKSHI,2019,10260.0,29455.0,2.87,Rice,Kharif,,,,
1. Karnataka,DAKSHI,2020,6898.0,20004.0,2.9,Rice,Kharif,,,,
1. Karnataka,DAVANGERE,2010,76270.0,271152.0,3.56,Rice,Kharif,,,,
1. Karnataka,DAVANGERE,2011,78404.0,276223.0,3.52,Rice,Kharif,,,,
1. Karnataka,DAVANGERE,2012,75562.0,248085.0,3.28,Rice,Kharif,,,,
1. Karnataka,DAVANGERE,2013,74223.0,248272.0,3.34,Rice,Kharif,,,,
1. Karnataka,DAVANGERE,2014,75259.0,262676.0,3.49,Rice,Kharif,,,,
1. Karnataka,DAVANGERE,2015,72469.0,278618.0,3.84,Rice,Kharif,,,,
1. Karnataka,DAVANGERE,2016,70623.0,225294.0,3.19,Rice,Kharif,,,,
1. Karnataka,DAVANGERE,2017,15875.0,54006.0,3.4,Rice,Kharif,,,,
1. Karnataka,DAVANGERE,2018,73711.0,223171.0,3.03,Rice,Kharif,,,,
1. Karnataka,DAVANGERE,2019,69724.0,232760.0,3.34,Rice,Kharif,0.17971666666666666,0.2563,0.09321944897212527,6.0
1. Karnataka,DAVANGERE,2020,66749.0,248707.0,3.73,Rice,Kharif,0.214975,0.3737,0.16721428118834028,4.0
1. Karnataka,DHARWAD,2010,27881.0,33658.0,1.21,Rice,Kharif,,,,
1. Karnataka,DHARWAD,2011,25634.0,25790.0,1.01,Rice,Kharif,,,,
1. Karnataka,DHARWAD,2012,27411.0,24009.0,0.88,Rice,Kharif,,,,
1. Karnataka,DHARWAD,2013,22354.0,25080.0,1.12,Rice,Kharif,,,,
1. Karnataka,DHARWAD,2014,20554.0,32589.0,1.59,Rice,Kharif,,,,
1. Karnataka,DHARWAD,2015,23897.0,7287.0,0.3,Rice,Kharif,,,,
1. Karnataka,DHARWAD,2016,21903.0,11174.0,0.51,Rice,Kharif,,,,
1. Karnataka,DHARWAD,2017,22416.0,13246.0,0.59,Rice,Kharif,,,,
1. Karnataka,DHARWAD,2018,11103.0,10105.0,0.91,Rice,Kharif,,,,
1. Karnataka,DHARWAD,2019,9965.0,12212.0,1.23,Rice,Kharif,0.54182,0.7676,0.253558922146313,5.0
1. Karnataka,DHARWAD,2020,12289.0,16357.0,1.33,Rice,Kharif,0.37535999999999997,0.6946,0.2818805364993171,15.0
1. Karnataka,GADAG,2010,865.0,1914.0,2.21,Rice,Kharif,,,,
1. Karnataka,GADAG,2011,1063.0,2933.0,2.76,Rice,Kharif,,,,
1. Karnataka,GADAG,2012,895.0,2125.0,2.37,Rice,Kharif,,,,
1. Karnataka,GADAG,2013,1362.0,3906.0,2.87,Rice,Kharif,,,,
1. Karnataka,GADAG,2014,1044.0,2594.0,2.48,Rice,Kharif,,,,
1. Karnataka,GADAG,2015,879.0,2834.0,3.22,Rice,Kharif,,,,
1. Karnataka,GADAG,2016,1144.0,3532.0,3.09,Rice,Kharif,,,,
1. Karnataka,GADAG,2017,1321.0,4523.0,3.42,Rice,Kharif,,,,
1. Karnataka,GADAG,2018,2482.0,6312.0,2.54,Rice,Kharif,,,,
1. Karnataka,GADAG,2019,3222.0,9526.0,2.96,Rice,Kharif,0.4789,0.4789,,1.0
1. Karnataka,GADAG,2020,3290.0,7883.0,2.4,Rice,Kharif,0.39337999999999995,0.4911,0.13945532259472923,5.0
1. Karnataka,GULBARGA,2010,3033.0,4822.0,1.59,Rice,Kharif,,,,
1. Karnataka,GULBARGA,2011,3282.0,5331.0,1.62,Rice,Kharif,,,,
1. Karnataka,GULBARGA,2012,2799.0,4834.0,1.73,Rice,Kharif,,,,
1. Karnataka,GULBARGA,2013,4281.0,11335.0,2.65,Rice,Kharif,,,,
1. Karnataka,GULBARGA,2014,1556.0,2887.0,1.86,Rice,Kharif,,,,
1. Karnataka,GULBARGA,2015,3720.0,8065.0,2.17,Rice,Kharif,,,,
1. Karnataka,GULBARGA,2016,3537.0,13760.0,3.89,Rice,Kharif,,,,
1. Karnataka,GULBARGA,2017,2800.0,10637.0,3.8,Rice,Kharif,,,,
1. Karnataka,GULBARGA,2018,7945.0,25179.0,3.17,Rice,Kharif,,,,
1. Karnataka,GULBARGA,2019,7040.0,26050.0,3.7,Rice,Kharif,0.6425,0.6425,,1.0
1. Karnataka,GULBARGA,2020,8516.0,27788.0,3.26,Rice,Kharif,0.5646666666666667,0.7275,0.22951810967038455,6.0
1. Karnataka,HASSAN,2010,35785.0,105364.0,2.94,Rice,Kharif,,,,
1. Karnataka,HASSAN,2011,46451.0,119911.0,2.58,Rice,Kharif,,,,
1. Karnataka,HASSAN,2012,48265.0,105184.0,2.18,Rice,Kharif,,,,
1. Karnataka,HASSAN,2013,50260.0,153841.0,3.06,Rice,Kharif,,,,
1. Karnataka,HASSAN,2014,45653.0,140563.0,3.08,Rice,Kharif,,,,
1. Karnataka,HASSAN,2015,41719.0,114341.0,2.74,Rice,Kharif,,,,
1. Karnataka,HASSAN,2016,25838.0,52504.0,2.03,Rice,Kharif,,,,
1. Karnataka,HASSAN,2017,21016.0,67562.0,3.21,Rice,Kharif,,,,
1. Karnataka,HASSAN,2018,46250.0,109053.0,2.36,Rice,Kharif,,,,
1. Karnataka,HASSAN,2019,42301.0,124617.0,2.95,Rice,Kharif,,,,
1. Karnataka,HASSAN,2020,38962.0,96976.0,2.49,Rice,Kharif,0.3278,0.6333,0.43204224330498053,2.0
1. Karnataka,HAVERI,2010,44996.0,89319.0,1.99,Rice,Kharif,,,,
1. Karnataka,HAVERI,2011,44761.0,102249.0,2.28,Rice,Kharif,,,,
1. Karnataka,HAVERI,2012,46099.0,37313.0,0.81,Rice,Kharif,,,,
1. Karnataka,HAVERI,2013,41051.0,101006.0,2.46,Rice,Kharif,,,,
1. Karnataka,HAVERI,2014,39894.0,99031.0,2.48,Rice,Kharif,,,,
1. Karnataka,HAVERI,2015,38857.0,39609.0,1.02,Rice,Kharif,,,,
1. Karnataka,HAVERI,2016,32015.0,32999.0,1.03,Rice,Kharif,,,,
1. Karnataka,HAVERI,2017,23672.0,43762.0,1.85,Rice,Kharif,,,,
1. Karnataka,HAVERI,2018,31892.0,43446.0,1.36,Rice,Kharif,,,,
1. Karnataka,HAVERI,2019,29195.0,45763.0,1.57,Rice,Kharif,0.22660000000000002,0.3133,0.11060527413585063,4.0
1. Karnataka,HAVERI,2020,33716.0,76738.0,2.28,Rice,Kharif,0.23106666666666667,0.2585,0.04086567426745009,3.0
1. Karnataka,KODAGU,2010,35291.0,89155.0,2.53,Rice,Kharif,,,,
1. Karnataka,KODAGU,2011,34065.0,88570.0,2.6,Rice,Kharif,,,,
1. Karnataka,KODAGU,2012,31281.0,77621.0,2.48,Rice,Kharif,,,,
1. Karnataka,KODAGU,2013,31917.0,91843.0,2.88,Rice,Kharif,,,,
1. Karnataka,KODAGU,2014,30899.0,86741.0,2.81,Rice,Kharif,,,,
1. Karnataka,KODAGU,2015,28285.0,76340.0,2.7,Rice,Kharif,,,,
1. Karnataka,KODAGU,2016,27890.0,67828.0,2.43,Rice,Kharif,,,,
1. Karnataka,KODAGU,2017,27154.0,64207.0,2.36,Rice,Kharif,,,,
1. Karnataka,KODAGU,2018,19006.0,53228.0,2.8,Rice,Kharif,,,,
1. Karnataka,KODAGU,2019,27848.0,71298.0,2.56,Rice,Kharif,0.365,0.365,,1.0
1. Karnataka,KODAGU,2020,21328.0,56370.0,2.64,Rice,Kharif,0.3609,0.3609,,1.0
1. Karnataka,KOLAR,2010,7539.0,16286.0,2.16,Rice,Kharif,,,,
1. Karnataka,KOLAR,2011,5138.0,10063.0,1.96,Rice,Kharif,,,,
1. Karnataka,KOLAR,2012,3909.0,8552.0,2.19,Rice,Kharif,,,,
1. Karnataka,KOLAR,2013,1917.0,3278.0,1.71,Rice,Kharif,,,,
1. Karnataka,KOLAR,2014,344.0,873.0,2.54,Rice,Kharif,,,,
1. Karnataka,KOLAR,2015,395.0,611.0,1.55,Rice,Kharif,,,,
1. Karnataka,KOLAR,2016,1232.0,2385.0,1.94,Rice,Kharif,,,,
1. Karnataka,KOLAR,2017,753.0,2366.0,3.14,Rice,Kharif,,,,
1. Karnataka,KOLAR,2018,3223.0,6026.0,1.87,Rice,Kharif,,,,
1. Karnataka,KOLAR,2019,1148.0,2732.0,2.38,Rice,Kharif,0.1608,0.1608,,1.0
1. Karnataka,KOLAR,2020,3830.0,10724.0,2.8,Rice,Kharif,,,,
1. Karnataka,KOPPAL,2010,41275.0,170981.0,4.14,Rice,Kharif,,,,
1. Karnataka,KOPPAL,2011,42421.0,161960.0,3.82,Rice,Kharif,,,,
1. Karnataka,KOPPAL,2012,41047.0,131451.0,3.2,Rice,Kharif,,,,
1. Karnataka,KOPPAL,2013,39740.0,134099.0,3.37,Rice,Kharif,,,,
1. Karnataka,KOPPAL,2014,39439.0,145559.0,3.69,Rice,Kharif,,,,
1. Karnataka,KOPPAL,2015,40917.0,145767.0,3.56,Rice,Kharif,,,,
1. Karnataka,KOPPAL,2016,36777.0,132066.0,3.59,Rice,Kharif,,,,
1. Karnataka,KOPPAL,2017,36285.0,171009.0,4.71,Rice,Kharif,,,,
1. Karnataka,KOPPAL,2018,60971.0,202555.0,3.32,Rice,Kharif,,,,
1. Karnataka,KOPPAL,2019,56290.0,224490.0,3.99,Rice,Kharif,0.20701999999999998,0.2458,0.07175811452372477,5.0
1. Karnataka,KOPPAL,2020,60673.0,242146.0,3.99,Rice,Kharif,0.30804166666666666,0.3757,0.07112974647314114,12.0
1. Karnataka,MANDYA,2010,60845.0,225761.0,3.71,Rice,Kharif,,,,
1. Karnataka,MANDYA,2011,57137.0,225491.0,3.95,Rice,Kharif,,,,
1. Karnataka,MANDYA,2012,47709.0,148389.0,3.11,Rice,Kharif,,,,
1. Karnataka,MANDYA,2013,52305.0,183107.0,3.5,Rice,Kharif,,,,
1. Karnataka,MANDYA,2014,51037.0,189916.0,3.72,Rice,Kharif,,,,
1. Karnataka,MANDYA,2015,52495.0,194294.0,3.7,Rice,Kharif,,,,
1. Karnataka,MANDYA,2016,43488.0,113075.0,2.6,Rice,Kharif,,,,
1. Karnataka,MANDYA,2017,12366.0,34526.0,2.79,Rice,Kharif,,,,
1. Karnataka,MANDYA,2018,58464.0,188561.0,3.23,Rice,Kharif,,,,
1. Karnataka,MANDYA,2019,52192.0,156680.0,3.0,Rice,Kharif,0.51318,0.6136,0.12365171652670254,5.0
1. Karnataka,MANDYA,2020,57238.0,179269.0,3.13,Rice,Kharif,0.6406375,0.7164,0.06813134243084143,8.0
1. Karnataka,MYSORE,2010,106382.0,337247.0,3.17,Rice,Kharif,,,,
1. Karnataka,MYSORE,2011,107820.0,349693.0,3.24,Rice,Kharif,,,,
1. Karnataka,MYSORE,2012,87894.0,276550.0,3.15,Rice,Kharif,,,,
1. Karnataka,MYSORE,2013,91737.0,311039.0,3.39,Rice,Kharif,,,,
1. Karnataka,MYSORE,2014,94359.0,319929.0,3.39,Rice,Kharif,,,,
1. Karnataka,MYSORE,2015,88740.0,300709.0,3.39,Rice,Kharif,,,,
1. Karnataka,MYSORE,2016,64775.0,186578.0,2.88,Rice,Kharif,,,,
1. Karnataka,MYSORE,2017,57177.0,175013.0,3.06,Rice,Kharif,,,,
1. Karnataka,MYSORE,2018,91304.0,274615.0,3.01,Rice,Kharif,,,,
1. Karnataka,MYSORE,2019,76138.0,239705.0,3.15,Rice,Kharif,0.1113,0.1113,,1.0
1. Karnataka,MYSORE,2020,76458.0,231515.0,3.03,Rice,Kharif,0.1564,0.1764,0.027375901811629872,3.0
1. Karnataka,RAICHUR,2010,100297.0,309529.0,3.09,Rice,Kharif,,,,
1. Karnataka,RAICHUR,2011,105525.0,346950.0,3.29,Rice,Kharif,,,,
1. Karnataka,RAICHUR,2012,113989.0,354865.0,3.11,Rice,Kharif,,,,
1. Karnataka,RAICHUR,2013,107557.0,347511.0,3.23,Rice,Kharif,,,,
1. Karnataka,RAICHUR,2014,97935.0,320982.0,3.28,Rice,Kharif,,,,
1. Karnataka,RAICHUR,2015,104129.0,328423.0,3.15,Rice,Kharif,,,,
1. Karnataka,RAICHUR,2016,109850.0,441954.0,4.02,Rice,Kharif,,,,
1. Karnataka,RAICHUR,2017,90242.0,260533.0,2.89,Rice,Kharif,,,,
1. Karnataka,RAICHUR,2018,162181.0,434791.0,2.68,Rice,Kharif,,,,
1. Karnataka,RAICHUR,2019,143692.0,510947.0,3.56,Rice,Kharif,0.349525,0.6662,0.25975554373294907,4.0
1. Karnataka,RAICHUR,2020,187324.0,723258.0,3.86,Rice,Kharif,0.5621875,0.7297,0.15593997414298322,8.0
1. Karnataka,RAMANAGARA,2010,7884.0,19794.0,2.51,Rice,Kharif,,,,
1. Karnataka,RAMANAGARA,2011,7230.0,19461.0,2.69,Rice,Kharif,,,,
1. Karnataka,RAMANAGARA,2012,6340.0,15407.0,2.43,Rice,Kharif,,,,
1. Karnataka,RAMANAGARA,2013,5321.0,13931.0,2.62,Rice,Kharif,,,,
1. Karnataka,RAMANAGARA,2014,4617.0,10759.0,2.33,Rice,Kharif,,,,
1. Karnataka,RAMANAGARA,2015,4092.0,9466.0,2.31,Rice,Kharif,,,,
1. Karnataka,RAMANAGARA,2016,3967.0,6467.0,1.63,Rice,Kharif,,,,
1. Karnataka,RAMANAGARA,2017,4028.0,11629.0,2.89,Rice,Kharif,,,,
1. Karnataka,RAMANAGARA,2018,3024.0,6610.0,2.19,Rice,Kharif,,,,
1. Karnataka,RAMANAGARA,2019,2463.0,7815.0,3.17,Rice,Kharif,,,,
1. Karnataka,RAMANAGARA,2020,3437.0,9335.0,2.72,Rice,Kharif,,,,
1. Karnataka,SHIMOGA,2010,112819.0,307516.0,2.73,Rice,Kharif,,,,
1. Karnataka,SHIMOGA,2011,111399.0,324594.0,2.91,Rice,Kharif,,,,
1. Karnataka,SHIMOGA,2012,107987.0,279757.0,2.59,Rice,Kharif,,,,
1. Karnataka,SHIMOGA,2013,108268.0,326666.0,3.02,Rice,Kharif,,,,
1. Karnataka,SHIMOGA,2014,105581.0,313744.0,2.97,Rice,Kharif,,,,
1. Karnataka,SHIMOGA,2015,101920.0,262103.0,2.57,Rice,Kharif,,,,
1. Karnataka,SHIMOGA,2016,100726.0,207455.0,2.06,Rice,Kharif,,,,
1. Karnataka,SHIMOGA,2017,84105.0,205103.0,2.44,Rice,Kharif,,,,
1. Karnataka,SHIMOGA,2018,85248.0,216151.0,2.54,Rice,Kharif,,,,
1. Karnataka,SHIMOGA,2019,82004.0,225376.0,2.75,Rice,Kharif,0.8789,0.8937,0.020930360723121856,2.0
1. Karnataka,SHIMOGA,2020,76005.0,210002.0,2.76,Rice,Kharif,0.841,0.841,,1.0
1. Karnataka,TUMKUR,2010,23766.0,66025.0,2.78,Rice,Kharif,,,,
1. Karnataka,TUMKUR,2011,22359.0,56895.0,2.54,Rice,Kharif,,,,
1. Karnataka,TUMKUR,2012,14298.0,36131.0,2.53,Rice,Kharif,,,,
1. Karnataka,TUMKUR,2013,11659.0,34225.0,2.94,Rice,Kharif,,,,
1. Karnataka,TUMKUR,2014,7636.0,22713.0,2.97,Rice,Kharif,,,,
1. Karnataka,TUMKUR,2015,7437.0,20821.0,2.8,Rice,Kharif,,,,
1. Karnataka,TUMKUR,2016,10508.0,25456.0,2.42,Rice,Kharif,,,,
1. Karnataka,TUMKUR,2017,4289.0,10802.0,2.52,Rice,Kharif,,,,
1. Karnataka,TUMKUR,2018,6432.0,17152.0,2.67,Rice,Kharif,,,,
1. Karnataka,TUMKUR,2019,1493.0,4437.0,2.97,Rice,Kharif,,,,
1. Karnataka,TUMKUR,2020,3387.0,9985.0,2.95,Rice,Kharif,0.5094,0.597,0.12388510806388313,2.0
1. Karnataka,UDUPI,2010,47200.0,122102.0,2.59,Rice,Kharif,,,,
1. Karnataka,UDUPI,2011,46990.0,121037.0,2.58,Rice,Kharif,,,,
1. Karnataka,UDUPI,2012,44563.0,110579.0,2.48,Rice,Kharif,,,,
1. Karnataka,UDUPI,2013,44663.0,120373.0,2.7,Rice,Kharif,,,,
1. Karnataka,UDUPI,2014,43013.0,119359.0,2.77,Rice,Kharif,,,,
1. Karnataka,UDUPI,2015,43209.0,109928.0,2.54,Rice,Kharif,,,,
1. Karnataka,UDUPI,2016,43506.0,118991.0,2.74,Rice,Kharif,,,,
1. Karnataka,UDUPI,2017,42553.0,131382.0,3.09,Rice,Kharif,,,,
1. Karnataka,UDUPI,2018,30928.0,91112.0,2.95,Rice,Kharif,,,,
1. Karnataka,UDUPI,2019,34553.0,99526.0,2.88,Rice,Kharif,0.2264,0.2264,,1.0
1. Karnataka,UDUPI,2020,35285.0,102327.0,2.9,Rice,Kharif,0.14025,0.2025,0.08803479425772519,2.0
1. Karnataka,UTTA,2010,75425.0,143863.0,1.91,Rice,Kharif,,,,
