State,District,Year,Crop,Season,Yield
Karnataka,rural,2016 - 2017,Groundnut,Kharif,0.32
Karnataka,rural,2017 - 2018,Groundnut,Kharif,0.87
Karnataka,rural,2018 - 2019,Groundnut,Kharif,0.65
Karnataka,rural,2019 - 2020,Groundnut,Kharif,1.15
Karnataka,rural,2020 - 2021,Groundnut,Kharif,1.08
Karnataka,Belgaum,2010 - 2011,Groundnut,Kharif,0.76
Karnataka,Belgaum,2011 - 2012,Groundnut,Kharif,0.85
Karnataka,Belgaum,2012 - 2013,Groundnut,Kharif,0.71
Karnataka,Belgaum,2013 - 2014,Groundnut,Kharif,1.0
Karnataka,Belgaum,2014 - 2015,Groundnut,Kharif,0.92
Karnataka,Belgaum,2015 - 2016,Groundnut,Kharif,0.49
Karnataka,Belgaum,2016 - 2017,Groundnut,Kharif,0.93
Karnataka,Belgaum,2017 - 2018,Groundnut,Kharif,1.22
Karnataka,Belgaum,2018 - 2019,Groundnut,Kharif,1.05
Karnataka,Belgaum,2019 - 2020,Groundnut,Kharif,0.87
Karnataka,Belgaum,2020 - 2021,Groundnut,Kharif,1.06
Karnataka,Bellary,2010 - 2011,Groundnut,Kharif,0.33
Karnataka,Bellary,2011 - 2012,Groundnut,Kharif,0.47
Karnataka,Bellary,2012 - 2013,Groundnut,Kharif,0.68
Karnataka,Bellary,2013 - 2014,Groundnut,Kharif,1.23
Karnataka,Bellary,2014 - 2015,Groundnut,Kharif,0.99
Karnataka,Bellary,2015 - 2016,Groundnut,Kharif,0.92
Karnataka,Bellary,2016 - 2017,Groundnut,Kharif,1.21
Karnataka,Bellary,2017 - 2018,Groundnut,Kharif,1.51
Karnataka,Bellary,2018 - 2019,Groundnut,Kharif,1.11
Karnataka,Bellary,2019 - 2020,Groundnut,Kharif,1.34
Karnataka,Bellary,2020 - 2021,Groundnut,Kharif,1.31
Karnataka,urban,2010 - 2011,Groundnut,Kharif,0.68
Karnataka,urban,2011 - 2012,Groundnut,Kharif,0.63
Karnataka,urban,2012 - 2013,Groundnut,Kharif,0.56
Karnataka,urban,2013 - 2014,Groundnut,Kharif,0.85
Karnataka,urban,2014 - 2015,Groundnut,Kharif,0.73
Karnataka,urban,2015 - 2016,Groundnut,Kharif,0.68
Karnataka,urban,2016 - 2017,Groundnut,Kharif,0.5
Karnataka,urban,2017 - 2018,Groundnut,Kharif,1.1
Karnataka,urban,2018 - 2019,Groundnut,Kharif,0.69
Karnataka,urban,2019 - 2020,Groundnut,Kharif,0.89
Karnataka,urban,2020 - 2021,Groundnut,Kharif,0.95
Karnataka,Bidar,2010 - 2011,Groundnut,Kharif,0.39
Karnataka,Bidar,2011 - 2012,Groundnut,Kharif,0.57
Karnataka,Bidar,2012 - 2013,Groundnut,Kharif,0.49
Karnataka,Bidar,2013 - 2014,Groundnut,Kharif,0.47
Karnataka,Bidar,2014 - 2015,Groundnut,Kharif,0.26
Karnataka,Bidar,2015 - 2016,Groundnut,Kharif,0.15
Karnataka,Bidar,2016 - 2017,Groundnut,Kharif,0.53
Karnataka,Bidar,2017 - 2018,Groundnut,Kharif,0.6
Karnataka,Bidar,2018 - 2019,Groundnut,Kharif,0.77
Karnataka,Bidar,2019 - 2020,Groundnut,Kharif,0.53
Karnataka,Bidar,2020 - 2021,Groundnut,Kharif,0.37
Karnataka,Bijapur,2010 - 2011,Groundnut,Kharif,0.41
Karnataka,Bijapur,2011 - 2012,Groundnut,Kharif,0.29
Karnataka,Bijapur,2012 - 2013,Groundnut,Kharif,0.62
Karnataka,Bijapur,2013 - 2014,Groundnut,Kharif,0.72
Karnataka,Bijapur,2014 - 2015,Groundnut,Kharif,0.65
Karnataka,Bijapur,2015 - 2016,Groundnut,Kharif,0.28
Karnataka,Bijapur,2016 - 2017,Groundnut,Kharif,0.71
Karnataka,Bijapur,2017 - 2018,Groundnut,Kharif,0.74
Karnataka,Bijapur,2018 - 2019,Groundnut,Kharif,0.53
Karnataka,Bijapur,2019 - 2020,Groundnut,Kharif,0.51
Karnataka,Bijapur,2020 - 2021,Groundnut,Kharif,0.55
Karnataka,Chamarajanagar,2010 - 2011,Groundnut,Kharif,0.62
Karnataka,Chamarajanagar,2011 - 2012,Groundnut,Kharif,0.56
Karnataka,Chamarajanagar,2012 - 2013,Groundnut,Kharif,0.5
Karnataka,Chamarajanagar,2013 - 2014,Groundnut,Kharif,0.89
Karnataka,Chamarajanagar,2014 - 2015,Groundnut,Kharif,0.7
Karnataka,Chamarajanagar,2015 - 2016,Groundnut,Kharif,0.78
Karnataka,Chamarajanagar,2016 - 2017,Groundnut,Kharif,0.21
Karnataka,Chamarajanagar,2017 - 2018,Groundnut,Kharif,1.22
Karnataka,Chamarajanagar,2018 - 2019,Groundnut,Kharif,1.17
Karnataka,Chamarajanagar,2019 - 2020,Groundnut,Kharif,1.37
Karnataka,Chamarajanagar,2020 - 2021,Groundnut,Kharif,1.32
Karnataka,Chikballapur,2010 - 2011,Groundnut,Kharif,1.02
Karnataka,Chikballapur,2011 - 2012,Groundnut,Kharif,0.6
Karnataka,Chikballapur,2012 - 2013,Groundnut,Kharif,0.46
Karnataka,Chikballapur,2013 - 2014,Groundnut,Kharif,0.89
Karnataka,Chikballapur,2014 - 2015,Groundnut,Kharif,0.52
Karnataka,Chikballapur,2015 - 2016,Groundnut,Kharif,0.87
Karnataka,Chikballapur,2016 - 2017,Groundnut,Kharif,0.33
Karnataka,Chikballapur,2017 - 2018,Groundnut,Kharif,1.29
Karnataka,Chikballapur,2018 - 2019,Groundnut,Kharif,0.48
Karnataka,Chikballapur,2019 - 2020,Groundnut,Kharif,1.13
Karnataka,Chikballapur,2020 - 2021,Groundnut,Kharif,0.99
Karnataka,Chikmagalur,2010 - 2011,Groundnut,Kharif,1.13
Karnataka,Chikmagalur,2011 - 2012,Groundnut,Kharif,0.84
Karnataka,Chikmagalur,2012 - 2013,Groundnut,Kharif,0.56
Karnataka,Chikmagalur,2013 - 2014,Groundnut,Kharif,0.76
Karnataka,Chikmagalur,2014 - 2015,Groundnut,Kharif,0.8
Karnataka,Chikmagalur,2015 - 2016,Groundnut,Kharif,0.66
Karnataka,Chikmagalur,2016 - 2017,Groundnut,Kharif,0.68
Karnataka,Chikmagalur,2017 - 2018,Groundnut,Kharif,1.02
Karnataka,Chikmagalur,2018 - 2019,Groundnut,Kharif,1.05
Karnataka,Chikmagalur,2019 - 2020,Groundnut,Kharif,1.07
Karnataka,Chikmagalur,2020 - 2021,Groundnut,Kharif,1.14
Karnataka,Chitradurga,2010 - 2011,Groundnut,Kharif,0.51
Karnataka,Chitradurga,2011 - 2012,Groundnut,Kharif,0.48
Karnataka,Chitradurga,2012 - 2013,Groundnut,Kharif,0.58
Karnataka,Chitradurga,2013 - 2014,Groundnut,Kharif,0.72
Karnataka,Chitradurga,2014 - 2015,Groundnut,Kharif,0.65
Karnataka,Chitradurga,2015 - 2016,Groundnut,Kharif,0.65
Karnataka,Chitradurga,2016 - 2017,Groundnut,Kharif,0.21
Karnataka,Chitradurga,2017 - 2018,Groundnut,Kharif,1.03
Karnataka,Chitradurga,2018 - 2019,Groundnut,Kharif,0.41
Karnataka,Chitradurga,2019 - 2020,Groundnut,Kharif,0.69
Karnataka,Chitradurga,2020 - 2021,Groundnut,Kharif,0.85
Karnataka,kannad,2020 - 2021,Groundnut,Kharif,1.0
Karnataka,Davangere,2010 - 2011,Groundnut,Kharif,1.28
Karnataka,Davangere,2011 - 2012,Groundnut,Kharif,0.82
Karnataka,Davangere,2012 - 2013,Groundnut,Kharif,0.93
Karnataka,Davangere,2013 - 2014,Groundnut,Kharif,1.03
Karnataka,Davangere,2014 - 2015,Groundnut,Kharif,1.07
Karnataka,Davangere,2015 - 2016,Groundnut,Kharif,1.12
Karnataka,Davangere,2016 - 2017,Groundnut,Kharif,0.77
Karnataka,Davangere,2017 - 2018,Groundnut,Kharif,1.52
Karnataka,Davangere,2018 - 2019,Groundnut,Kharif,1.07
Karnataka,Davangere,2019 - 2020,Groundnut,Kharif,1.2
Karnataka,Davangere,2020 - 2021,Groundnut,Kharif,1.32
Karnataka,Dharwad,2010 - 2011,Groundnut,Kharif,1.36
Karnataka,Dharwad,2011 - 2012,Groundnut,Kharif,0.85
Karnataka,Dharwad,2012 - 2013,Groundnut,Kharif,0.57
Karnataka,Dharwad,2013 - 2014,Groundnut,Kharif,0.88
Karnataka,Dharwad,2014 - 2015,Groundnut,Kharif,0.82
Karnataka,Dharwad,2015 - 2016,Groundnut,Kharif,0.48
Karnataka,Dharwad,2016 - 2017,Groundnut,Kharif,0.5
Karnataka,Dharwad,2017 - 2018,Groundnut,Kharif,0.79
Karnataka,Dharwad,2018 - 2019,Groundnut,Kharif,0.76
Karnataka,Dharwad,2019 - 2020,Groundnut,Kharif,0.96
Karnataka,Dharwad,2020 - 2021,Groundnut,Kharif,1.02
Karnataka,Gadag,2010 - 2011,Groundnut,Kharif,0.73
Karnataka,Gadag,2011 - 2012,Groundnut,Kharif,0.72
Karnataka,Gadag,2012 - 2013,Groundnut,Kharif,0.67
Karnataka,Gadag,2013 - 2014,Groundnut,Kharif,0.82
Karnataka,Gadag,2014 - 2015,Groundnut,Kharif,0.8
Karnataka,Gadag,2015 - 2016,Groundnut,Kharif,0.47
Karnataka,Gadag,2016 - 2017,Groundnut,Kharif,0.6
Karnataka,Gadag,2017 - 2018,Groundnut,Kharif,0.92
Karnataka,Gadag,2018 - 2019,Groundnut,Kharif,0.37
Karnataka,Gadag,2019 - 2020,Groundnut,Kharif,0.83
Karnataka,Gadag,2020 - 2021,Groundnut,Kharif,0.6
Karnataka,Gulbarga,2010 - 2011,Groundnut,Kharif,0.36
Karnataka,Gulbarga,2011 - 2012,Groundnut,Kharif,0.6
Karnataka,Gulbarga,2012 - 2013,Groundnut,Kharif,0.56
Karnataka,Gulbarga,2013 - 2014,Groundnut,Kharif,0.47
Karnataka,Gulbarga,2014 - 2015,Groundnut,Kharif,0.36
Karnataka,Gulbarga,2015 - 2016,Groundnut,Kharif,0.65
Karnataka,Gulbarga,2016 - 2017,Groundnut,Kharif,1.59
Karnataka,Gulbarga,2017 - 2018,Groundnut,Kharif,1.37
Karnataka,Gulbarga,2018 - 2019,Groundnut,Kharif,0.94
Karnataka,Gulbarga,2019 - 2020,Groundnut,Kharif,1.14
Karnataka,Gulbarga,2020 - 2021,Groundnut,Kharif,1.25
Karnataka,Hassan,2010 - 2011,Groundnut,Kharif,0.64
Karnataka,Hassan,2011 - 2012,Groundnut,Kharif,0.63
Karnataka,Hassan,2012 - 2013,Groundnut,Kharif,0.56
Karnataka,Hassan,2013 - 2014,Groundnut,Kharif,0.84
Karnataka,Hassan,2014 - 2015,Groundnut,Kharif,0.73
Karnataka,Hassan,2015 - 2016,Groundnut,Kharif,0.67
Karnataka,Hassan,2016 - 2017,Groundnut,Kharif,0.76
Karnataka,Hassan,2017 - 2018,Groundnut,Kharif,0.62
Karnataka,Hassan,2018 - 2019,Groundnut,Kharif,0.82
Karnataka,Hassan,2019 - 2020,Groundnut,Kharif,0.28
Karnataka,Hassan,2020 - 2021,Groundnut,Kharif,0.94
Karnataka,Haveri,2010 - 2011,Groundnut,Kharif,1.18
Karnataka,Haveri,2011 - 2012,Groundnut,Kharif,1.05
Karnataka,Haveri,2012 - 2013,Groundnut,Kharif,0.59
Karnataka,Haveri,2013 - 2014,Groundnut,Kharif,1.44
Karnataka,Haveri,2014 - 2015,Groundnut,Kharif,1.29
Karnataka,Haveri,2015 - 2016,Groundnut,Kharif,0.84
Karnataka,Haveri,2016 - 2017,Groundnut,Kharif,0.74
Karnataka,Haveri,2017 - 2018,Groundnut,Kharif,1.3
Karnataka,Haveri,2018 - 2019,Groundnut,Kharif,0.76
Karnataka,Haveri,2019 - 2020,Groundnut,Kharif,0.61
Karnataka,Haveri,2020 - 2021,Groundnut,Kharif,1.22
Karnataka,Kodagu,2012 - 2013,Groundnut,Kharif,1.0
Karnataka,Kodagu,2013 - 2014,Groundnut,Kharif,0.86
Karnataka,Kodagu,2014 - 2015,Groundnut,Kharif,0.73
Karnataka,Kodagu,2015 - 2016,Groundnut,Kharif,0.68
Karnataka,Kodagu,2016 - 2017,Groundnut,Kharif,0.5
Karnataka,Kodagu,2017 - 2018,Groundnut,Kharif,1.11
Karnataka,Kodagu,2019 - 2020,Groundnut,Kharif,1.0
Karnataka,Kodagu,2020 - 2021,Groundnut,Kharif,1.0
Karnataka,Kolar,2010 - 2011,Groundnut,Kharif,0.92
Karnataka,Kolar,2011 - 2012,Groundnut,Kharif,1.38
Karnataka,Kolar,2012 - 2013,Groundnut,Kharif,0.64
Karnataka,Kolar,2013 - 2014,Groundnut,Kharif,1.03
Karnataka,Kolar,2014 - 2015,Groundnut,Kharif,0.43
Karnataka,Kolar,2015 - 2016,Groundnut,Kharif,0.66
Karnataka,Kolar,2016 - 2017,Groundnut,Kharif,0.46
Karnataka,Kolar,2017 - 2018,Groundnut,Kharif,1.5
Karnataka,Kolar,2018 - 2019,Groundnut,Kharif,0.57
Karnataka,Kolar,2019 - 2020,Groundnut,Kharif,0.92
Karnataka,Kolar,2020 - 2021,Groundnut,Kharif,1.14
Karnataka,Koppal,2010 - 2011,Groundnut,Kharif,0.82
Karnataka,Koppal,2011 - 2012,Groundnut,Kharif,0.86
Karnataka,Koppal,2012 - 2013,Groundnut,Kharif,0.62
Karnataka,Koppal,2013 - 2014,Groundnut,Kharif,0.89
Karnataka,Koppal,2014 - 2015,Groundnut,Kharif,0.8
Karnataka,Koppal,2015 - 2016,Groundnut,Kharif,0.58
Karnataka,Koppal,2016 - 2017,Groundnut,Kharif,0.5
Karnataka,Koppal,2017 - 2018,Groundnut,Kharif,1.23
Karnataka,Koppal,2018 - 2019,Groundnut,Kharif,0.5
Karnataka,Koppal,2019 - 2020,Groundnut,Kharif,0.7
Karnataka,Koppal,2020 - 2021,Groundnut,Kharif,0.97
Karnataka,Mandya,2010 - 2011,Groundnut,Kharif,0.8
Karnataka,Mandya,2011 - 2012,Groundnut,Kharif,0.54
Karnataka,Mandya,2012 - 2013,Groundnut,Kharif,0.53
Karnataka,Mandya,2013 - 2014,Groundnut,Kharif,0.79
Karnataka,Mandya,2014 - 2015,Groundnut,Kharif,0.7
Karnataka,Mandya,2015 - 2016,Groundnut,Kharif,0.82
Karnataka,Mandya,2016 - 2017,Groundnut,Kharif,0.05
Karnataka,Mandya,2017 - 2018,Groundnut,Kharif,0.85
Karnataka,Mandya,2018 - 2019,Groundnut,Kharif,0.68
Karnataka,Mandya,2019 - 2020,Groundnut,Kharif,1.04
Karnataka,Mandya,2020 - 2021,Groundnut,Kharif,1.08
Karnataka,Mysore,2010 - 2011,Groundnut,Kharif,0.86
Karnataka,Mysore,2011 - 2012,Groundnut,Kharif,0.69
Karnataka,Mysore,2012 - 2013,Groundnut,Kharif,0.46
Karnataka,Mysore,2013 - 2014,Groundnut,Kharif,0.68
Karnataka,Mysore,2014 - 2015,Groundnut,Kharif,0.72
Karnataka,Mysore,2015 - 2016,Groundnut,Kharif,0.66
Karnataka,Mysore,2016 - 2017,Groundnut,Kharif,0.36
Karnataka,Mysore,2017 - 2018,Groundnut,Kharif,1.04
Karnataka,Mysore,2018 - 2019,Groundnut,Kharif,1.06
Karnataka,Mysore,2019 - 2020,Groundnut,Kharif,0.84
Karnataka,Mysore,2020 - 2021,Groundnut,Kharif,1.03
Karnataka,Raichur,2010 - 2011,Groundnut,Kharif,0.61
Karnataka,Raichur,2011 - 2012,Groundnut,Kharif,0.55
Karnataka,Raichur,2012 - 2013,Groundnut,Kharif,0.71
Karnataka,Raichur,2013 - 2014,Groundnut,Kharif,0.69
Karnataka,Raichur,2014 - 2015,Groundnut,Kharif,0.55
Karnataka,Raichur,2015 - 2016,Groundnut,Kharif,0.95
Karnataka,Raichur,2016 - 2017,Groundnut,Kharif,1.19
Karnataka,Raichur,2017 - 2018,Groundnut,Kharif,1.23
Karnataka,Raichur,2018 - 2019,Groundnut,Kharif,0.86
Karnataka,Raichur,2019 - 2020,Groundnut,Kharif,1.14
Karnataka,Raichur,2020 - 2021,Groundnut,Kharif,1.35
Karnataka,Ramanagara,2010 - 2011,Groundnut,Kharif,1.08
Karnataka,Ramanagara,2011 - 2012,Groundnut,Kharif,0.94
Karnataka,Ramanagara,2012 - 2013,Groundnut,Kharif,0.75
Karnataka,Ramanagara,2013 - 2014,Groundnut,Kharif,1.31
Karnataka,Ramanagara,2014 - 2015,Groundnut,Kharif,1.19
Karnataka,Ramanagara,2015 - 2016,Groundnut,Kharif,1.44
Karnataka,Ramanagara,2016 - 2017,Groundnut,Kharif,1.07
Karnataka,Ramanagara,2017 - 2018,Groundnut,Kharif,1.2
Karnataka,Ramanagara,2018 - 2019,Groundnut,Kharif,1.09
Karnataka,Ramanagara,2019 - 2020,Groundnut,Kharif,1.32
Karnataka,Ramanagara,2020 - 2021,Groundnut,Kharif,1.31
Karnataka,Shimoga,2010 - 2011,Groundnut,Kharif,1.42
Karnataka,Shimoga,2011 - 2012,Groundnut,Kharif,0.75
Karnataka,Shimoga,2012 - 2013,Groundnut,Kharif,0.56
Karnataka,Shimoga,2013 - 2014,Groundnut,Kharif,0.85
Karnataka,Shimoga,2014 - 2015,Groundnut,Kharif,0.73
Karnataka,Shimoga,2015 - 2016,Groundnut,Kharif,0.67
Karnataka,Shimoga,2016 - 2017,Groundnut,Kharif,0.5
Karnataka,Shimoga,2017 - 2018,Groundnut,Kharif,1.1
Karnataka,Shimoga,2018 - 2019,Groundnut,Kharif,0.68
Karnataka,Shimoga,2019 - 2020,Groundnut,Kharif,0.89
Karnataka,Shimoga,2020 - 2021,Groundnut,Kharif,0.94
Karnataka,Tumkur,2010 - 2011,Groundnut,Kharif,0.49
Karnataka,Tumkur,2011 - 2012,Groundnut,Kharif,0.23
Karnataka,Tumkur,2012 - 2013,Groundnut,Kharif,0.29
Karnataka,Tumkur,2013 - 2014,Groundnut,Kharif,0.5
Karnataka,Tumkur,2014 - 2015,Groundnut,Kharif,0.49
Karnataka,Tumkur,2015 - 2016,Groundnut,Kharif,0.68
Karnataka,Tumkur,2016 - 2017,Groundnut,Kharif,0.32
Karnataka,Tumkur,2017 - 2018,Groundnut,Kharif,0.78
Karnataka,Tumkur,2018 - 2019,Groundnut,Kharif,0.57
Karnataka,Tumkur,2019 - 2020,Groundnut,Kharif,0.89
Karnataka,Tumkur,2020 - 2021,Groundnut,Kharif,0.81
Karnataka,Udupi,2018 - 2019,Groundnut,Kharif,1.0
Karnataka,kannad,2010 - 2011,Groundnut,Kharif,0.64
Karnataka,kannad,2011 - 2012,Groundnut,Kharif,0.55
Karnataka,kannad,2012 - 2013,Groundnut,Kharif,0.56
Karnataka,kannad,2013 - 2014,Groundnut,Kharif,0.85
Karnataka,kannad,2014 - 2015,Groundnut,Kharif,0.73
Karnataka,kannad,2015 - 2016,Groundnut,Kharif,0.67
Karnataka,kannad,2016 - 2017,Groundnut,Kharif,0.5
Karnataka,kannad,2017 - 2018,Groundnut,Kharif,1.11
Karnataka,kannad,2018 - 2019,Groundnut,Kharif,0.68
Karnataka,kannad,2019 - 2020,Groundnut,Kharif,0.9
Karnataka,kannad,2020 - 2021,Groundnut,Kharif,0.94
Karnataka,Yadgir,2010 - 2011,Groundnut,Kharif,0.72
Karnataka,Yadgir,2011 - 2012,Groundnut,Kharif,0.47
Karnataka,Yadgir,2012 - 2013,Groundnut,Kharif,0.69
Karnataka,Yadgir,2013 - 2014,Groundnut,Kharif,0.84
Karnataka,Yadgir,2014 - 2015,Groundnut,Kharif,0.86
Karnataka,Yadgir,2015 - 2016,Groundnut,Kharif,0.64
Karnataka,Yadgir,2016 - 2017,Groundnut,Kharif,0.66
Karnataka,Yadgir,2017 - 2018,Groundnut,Kharif,1.6
Karnataka,Yadgir,2018 - 2019,Groundnut,Kharif,1.12
Karnataka,Yadgir,2019 - 2020,Groundnut,Kharif,1.33
Karnataka,Yadgir,2020 - 2021,Groundnut,Kharif,1.44
Karnataka,Bagalkot,2010 - 2011,Groundnut,Rabi,1.43
Karnataka,Bagalkot,2011 - 2012,Groundnut,Rabi,1.13
Karnataka,rural,2010 - 2011,Groundnut,Rabi,0.88
Karnataka,rural,2011 - 2012,Groundnut,Rabi,0.82
Karnataka,rural,2012 - 2013,Groundnut,Rabi,1.69
Karnataka,Belgaum,2010 - 2011,Groundnut,Rabi,0.95
Karnataka,Belgaum,2011 - 2012,Groundnut,Rabi,1.09
Karnataka,Belgaum,2012 - 2013,Groundnut,Rabi,1.69
Karnataka,Bellary,2010 - 2011,Groundnut,Rabi,0.77
Karnataka,Bellary,2011 - 2012,Groundnut,Rabi,0.79
Karnataka,Bellary,2012 - 2013,Groundnut,Rabi,1.69
Karnataka,urban,2010 - 2011,Groundnut,Rabi,0.88
Karnataka,urban,2011 - 2012,Groundnut,Rabi,0.94
Karnataka,Bidar,2010 - 2011,Groundnut,Rabi,0.88
Karnataka,Bidar,2011 - 2012,Groundnut,Rabi,0.81
Karnataka,Bidar,2012 - 2013,Groundnut,Rabi,1.69
Karnataka,Bijapur,2010 - 2011,Groundnut,Rabi,0.68
Karnataka,Bijapur,2011 - 2012,Groundnut,Rabi,0.54
Karnataka,Chamarajanagar,2010 - 2011,Groundnut,Rabi,0.89
Karnataka,Chamarajanagar,2011 - 2012,Groundnut,Rabi,0.81
Karnataka,Chikballapur,2010 - 2011,Groundnut,Rabi,1.0
Karnataka,Chikballapur,2011 - 2012,Groundnut,Rabi,0.81
Karnataka,Chikmagalur,2010 - 2011,Groundnut,Rabi,0.92
Karnataka,Chikmagalur,2011 - 2012,Groundnut,Rabi,0.78
Karnataka,Chitradurga,2010 - 2011,Groundnut,Rabi,1.03
Karnataka,Chitradurga,2011 - 2012,Groundnut,Rabi,1.01
Karnataka,Davangere,2010 - 2011,Groundnut,Rabi,1.39
Karnataka,Davangere,2011 - 2012,Groundnut,Rabi,1.41
Karnataka,Davangere,2012 - 2013,Groundnut,Rabi,1.69
Karnataka,Dharwad,2010 - 2011,Groundnut,Rabi,1.2
Karnataka,Dharwad,2011 - 2012,Groundnut,Rabi,0.84
Karnataka,Gadag,2010 - 2011,Groundnut,Rabi,0.94
Karnataka,Gadag,2011 - 2012,Groundnut,Rabi,0.99
Karnataka,Gulbarga,2010 - 2011,Groundnut,Rabi,0.71
Karnataka,Gulbarga,2011 - 2012,Groundnut,Rabi,0.7
Karnataka,Gulbarga,2012 - 2013,Groundnut,Rabi,1.69
Karnataka,Hassan,2010 - 2011,Groundnut,Rabi,1.27
Karnataka,Hassan,2011 - 2012,Groundnut,Rabi,0.97
Karnataka,Haveri,2010 - 2011,Groundnut,Rabi,1.22
Karnataka,Haveri,2011 - 2012,Groundnut,Rabi,1.02
Karnataka,Kodagu,2010 - 2011,Groundnut,Rabi,0.87
Karnataka,Kolar,2010 - 2011,Groundnut,Rabi,0.87
Karnataka,Kolar,2011 - 2012,Groundnut,Rabi,0.8
Karnataka,Koppal,2010 - 2011,Groundnut,Rabi,0.94
Karnataka,Koppal,2011 - 2012,Groundnut,Rabi,0.75
Karnataka,Mandya,2010 - 2011,Groundnut,Rabi,0.88
Karnataka,Mandya,2011 - 2012,Groundnut,Rabi,0.82
Karnataka,Mysore,2010 - 2011,Groundnut,Rabi,0.89
Karnataka,Mysore,2011 - 2012,Groundnut,Rabi,1.0
Karnataka,Mysore,2012 - 2013,Groundnut,Rabi,1.69
Karnataka,Raichur,2010 - 2011,Groundnut,Rabi,0.9
Karnataka,Raichur,2011 - 2012,Groundnut,Rabi,0.77
Karnataka,Ramanagara,2010 - 2011,Groundnut,Rabi,1.17
Karnataka,Ramanagara,2011 - 2012,Groundnut,Rabi,0.83
Karnataka,Shimoga,2010 - 2011,Groundnut,Rabi,0.88
Karnataka,Shimoga,2011 - 2012,Groundnut,Rabi,0.81
Karnataka,Shimoga,2012 - 2013,Groundnut,Rabi,1.69
Karnataka,Tumkur,2010 - 2011,Groundnut,Rabi,1.22
Karnataka,Tumkur,2011 - 2012,Groundnut,Rabi,1.45
Karnataka,Tumkur,2012 - 2013,Groundnut,Rabi,1.71
Karnataka,Udupi,2010 - 2011,Groundnut,Rabi,1.8
Karnataka,Udupi,2011 - 2012,Groundnut,Rabi,2.39
Karnataka,Udupi,2012 - 2013,Groundnut,Rabi,1.51
Karnataka,Udupi,2013 - 2014,Groundnut,Rabi,1.89
Karnataka,Udupi,2014 - 2015,Groundnut,Rabi,2.03
Karnataka,Udupi,2015 - 2016,Groundnut,Rabi,2.18
Karnataka,Udupi,2016 - 2017,Groundnut,Rabi,2.4
Karnataka,Udupi,2017 - 2018,Groundnut,Rabi,2.33
Karnataka,Udupi,2018 - 2019,Groundnut,Rabi,2.02
Karnataka,Udupi,2019 - 2020,Groundnut,Rabi,2.35
Karnataka,Udupi,2020 - 2021,Groundnut,Rabi,2.19
Karnataka,kannad,2010 - 2011,Groundnut,Rabi,1.65
Karnataka,kannad,2011 - 2012,Groundnut,Rabi,1.48
Karnataka,kannad,2012 - 2013,Groundnut,Rabi,1.91
Karnataka,kannad,2013 - 2014,Groundnut,Rabi,1.82
Karnataka,kannad,2014 - 2015,Groundnut,Rabi,1.97
Karnataka,kannad,2015 - 2016,Groundnut,Rabi,1.58
Karnataka,kannad,2016 - 2017,Groundnut,Rabi,2.12
Karnataka,kannad,2017 - 2018,Groundnut,Rabi,2.16
Karnataka,kannad,2018 - 2019,Groundnut,Rabi,2.21
Karnataka,kannad,2019 - 2020,Groundnut,Rabi,2.27
Karnataka,kannad,2020 - 2021,Groundnut,Rabi,2.27
Karnataka,Yadgir,2010 - 2011,Groundnut,Rabi,0.6
Karnataka,Yadgir,2011 - 2012,Groundnut,Rabi,0.57
Karnataka,Yadgir,2012 - 2013,Groundnut,Rabi,1.69
Karnataka,Bagalkot,2012 - 2013,Groundnut,Summer,1.05
Karnataka,Bagalkot,2013 - 2014,Groundnut,Summer,1.02
Karnataka,Bagalkot,2014 - 2015,Groundnut,Summer,1.03
Karnataka,Bagalkot,2015 - 2016,Groundnut,Summer,0.9
Karnataka,Bagalkot,2016 - 2017,Groundnut,Summer,1.35
Karnataka,Bagalkot,2017 - 2018,Groundnut,Summer,1.52
Karnataka,Bagalkot,2018 - 2019,Groundnut,Summer,0.99
Karnataka,Bagalkot,2019 - 2020,Groundnut,Summer,1.56
Karnataka,Bagalkot,2020 - 2021,Groundnut,Summer,1.4
Karnataka,rural,2013 - 2014,Groundnut,Summer,0.9
Karnataka,rural,2014 - 2015,Groundnut,Summer,0.87
Karnataka,rural,2015 - 2016,Groundnut,Summer,0.67
Karnataka,rural,2016 - 2017,Groundnut,Summer,1.0
Karnataka,rural,2017 - 2018,Groundnut,Summer,1.0
Karnataka,rural,2018 - 2019,Groundnut,Summer,0.75
Karnataka,rural,2019 - 2020,Groundnut,Summer,1.0
Karnataka,rural,2020 - 2021,Groundnut,Summer,1.1
Karnataka,Belgaum,2012 - 2013,Groundnut,Summer,0.72
Karnataka,Belgaum,2013 - 2014,Groundnut,Summer,0.93
Karnataka,Belgaum,2014 - 2015,Groundnut,Summer,0.91
Karnataka,Belgaum,2015 - 2016,Groundnut,Summer,0.81
Karnataka,Belgaum,2016 - 2017,Groundnut,Summer,1.2
Karnataka,Belgaum,2017 - 2018,Groundnut,Summer,1.22
Karnataka,Belgaum,2018 - 2019,Groundnut,Summer,1.03
Karnataka,Belgaum,2019 - 2020,Groundnut,Summer,1.12
Karnataka,Belgaum,2020 - 2021,Groundnut,Summer,1.22
Karnataka,Bellary,2012 - 2013,Groundnut,Summer,0.74
Karnataka,Bellary,2013 - 2014,Groundnut,Summer,1.05
Karnataka,Bellary,2014 - 2015,Groundnut,Summer,0.9
Karnataka,Bellary,2015 - 2016,Groundnut,Summer,1.02
