
date,ndvi,District
2019-01-22,0.1482,KOPPAL
2019-01-22,0.1484,KOPPAL
2019-02-01,0.1242,KOPPAL
2019-02-01,0.1251,KOPPAL
2019-02-06,0.0997,KOPPAL
2019-02-06,0.0999,KOPPAL
2019-02-11,0.1011,KOPPAL
2019-02-16,0.1341,KOPPAL
2019-02-16,0.1368,KOPPAL
2019-02-21,0.1198,KOPPAL
2019-02-21,0.1203,KOPPAL
2019-02-26,0.0806,KOPPAL
2019-02-26,0.0811,KOPPAL
2019-03-03,0.1152,KOPPAL
2019-03-03,0.117,KOPPAL
2019-03-08,0.104,KOPPAL
2019-03-08,0.1054,KOPPAL
2019-03-13,0.1254,KOPPAL
2019-03-13,0.1245,KOPPAL
2019-03-18,0.1096,KOPPAL
2019-03-18,0.11,KOPPAL
2019-03-23,0.1364,KOPPAL
2019-03-23,0.1392,KOPPAL
2019-03-28,0.1087,KOPPAL
2019-03-28,0.1096,KOPPAL
2019-04-02,0.1713,KOPPAL
2019-04-02,0.17,KOPPAL
2019-04-07,0.1381,KOPPAL
2019-04-07,0.1394,KOPPAL
2019-04-12,0.1874,KOPPAL
2019-04-12,0.1882,KOPPAL
2019-04-17,0.175,KOPPAL
2019-04-17,0.1747,KOPPAL
2019-04-22,0.1664,KOPPAL
2019-04-22,0.166,KOPPAL
2019-05-07,0.1763,KOPPAL
2019-05-07,0.1768,KOPPAL
2019-05-12,0.1778,KOPPAL
2019-05-12,0.1772,KOPPAL
2019-05-17,0.1719,KOPPAL
2019-05-17,0.1727,KOPPAL
2019-05-22,0.1299,KOPPAL
2019-05-22,0.1306,KOPPAL
2019-05-27,0.1693,KOPPAL
2019-09-29,0.2278,KOPPAL
2019-10-04,0.2375,KOPPAL
2019-10-09,0.0793,KOPPAL
2019-10-29,0.2447,KOPPAL
2019-10-29,0.2458,KOPPAL
2019-11-08,0.2276,KOPPAL
2019-11-13,0.2247,KOPPAL
2019-11-13,0.227,KOPPAL
2019-11-18,0.2292,KOPPAL
2019-11-18,0.2328,KOPPAL
2019-11-23,0.2484,KOPPAL
2019-11-23,0.2573,KOPPAL
2019-12-13,0.1654,KOPPAL
2019-12-13,0.1698,KOPPAL
2019-12-18,0.2011,KOPPAL
2019-12-18,0.2137,KOPPAL
2019-12-28,0.0872,KOPPAL
2020-01-02,0.1983,KOPPAL
2020-01-17,0.1537,KOPPAL
2020-01-17,0.1497,KOPPAL
2020-01-22,0.2,KOPPAL
2020-01-22,0.2118,KOPPAL
2020-01-27,0.1732,KOPPAL
2020-01-27,0.1748,KOPPAL
2020-02-01,0.1896,KOPPAL
2020-02-01,0.1907,KOPPAL
2020-02-06,0.1724,KOPPAL
2020-02-06,0.1751,KOPPAL
2020-02-11,0.1497,KOPPAL
2020-02-16,0.2077,KOPPAL
2020-02-16,0.2077,KOPPAL
2020-02-21,0.1961,KOPPAL
2020-02-21,0.195,KOPPAL
2020-02-26,0.1519,KOPPAL
2020-02-26,0.1584,KOPPAL
2020-03-02,0.143,KOPPAL
2020-03-02,0.1672,KOPPAL
2020-03-12,0.1442,KOPPAL
2020-03-12,0.1434,KOPPAL
2020-03-17,0.1908,KOPPAL
2020-03-17,0.1935,KOPPAL
2020-03-22,0.2315,KOPPAL
2020-03-22,0.2305,KOPPAL
2020-03-27,0.2804,KOPPAL
2020-03-27,0.2833,KOPPAL
2020-04-01,0.2266,KOPPAL
2020-04-01,0.2413,KOPPAL
2020-04-06,0.2057,KOPPAL
2020-04-11,0.2724,KOPPAL
2020-04-11,0.3119,KOPPAL
2020-04-16,0.2447,KOPPAL
2020-04-16,0.3189,KOPPAL
2020-04-21,0.2333,KOPPAL
2020-04-21,0.2327,KOPPAL
2020-04-26,0.2829,KOPPAL
2020-04-26,0.2842,KOPPAL
2020-05-01,0.2426,KOPPAL
2020-05-01,0.2425,KOPPAL
2020-05-06,0.2374,KOPPAL
2020-05-06,0.238,KOPPAL
2020-05-11,0.2352,KOPPAL
2020-05-11,0.2371,KOPPAL
2020-05-26,0.245,KOPPAL
2020-05-26,0.2454,KOPPAL
2020-06-05,0.2087,KOPPAL
2020-06-05,0.2074,KOPPAL
2020-06-10,0.1667,KOPPAL
2020-06-25,0.3741,KOPPAL
2020-06-25,0.3757,KOPPAL
2020-10-08,0.3408,KOPPAL
2020-10-08,0.3558,KOPPAL
2020-10-18,0.3435,KOPPAL
2020-10-28,0.3295,KOPPAL
2020-10-28,0.332,KOPPAL
2020-10-28,0.3277,KOPPAL
2020-10-28,0.3346,KOPPAL
2020-11-02,0.2825,KOPPAL
2020-11-02,0.2883,KOPPAL
2020-11-22,0.327,KOPPAL
2020-12-02,0.2905,KOPPAL
2020-12-12,0.2767,KOPPAL
2020-12-12,0.2795,KOPPAL
2020-12-17,0.2133,KOPPAL
2020-12-27,0.1936,KOPPAL
2020-12-27,0.1868,KOPPAL
2018-01-02,0.0132,MANDYA
2018-01-02,-0.0315,MANDYA
2018-02-21,0.5121,MANDYA
2018-02-21,0.5683,MANDYA
2018-12-18,0.5178,MANDYA
2018-12-18,0.6067,MANDYA
2018-12-20,0.1312,MANDYA
2018-12-20,0.1192,MANDYA
2018-12-25,0.6307,MANDYA
2018-12-25,0.5979,MANDYA
2018-12-28,0.2665,MANDYA
2018-12-30,0.3285,MANDYA
2019-01-02,0.6244,MANDYA
2019-01-02,0.6735,MANDYA
2019-01-04,0.6866,MANDYA
2019-01-04,0.6863,MANDYA
2019-01-07,0.6128,MANDYA
2019-01-07,0.6988,MANDYA
2019-01-09,0.6761,MANDYA
2019-01-09,0.658,MANDYA
2019-01-14,0.6629,MANDYA
2019-01-14,0.6249,MANDYA
2019-01-17,0.4723,MANDYA
2019-01-17,0.5633,MANDYA
2019-01-19,0.6434,MANDYA
2019-01-19,0.6228,MANDYA
2019-01-22,0.4848,MANDYA
2019-01-22,0.6552,MANDYA
2019-01-24,0.3655,MANDYA
2019-01-24,0.3934,MANDYA
2019-02-01,0.4528,MANDYA
2019-02-01,0.5629,MANDYA
2019-02-03,0.4079,MANDYA
2019-02-03,0.4267,MANDYA
2019-02-06,0.379,MANDYA
2019-02-06,0.4661,MANDYA
2019-02-08,0.1643,MANDYA
2019-02-08,0.1593,MANDYA
2019-02-11,0.4763,MANDYA
2019-02-11,0.5136,MANDYA
2019-02-13,0.5695,MANDYA
2019-02-13,0.5315,MANDYA
2019-02-16,0.5083,MANDYA
2019-02-16,0.5718,MANDYA
2019-02-18,0.6729,MANDYA
2019-02-18,0.668,MANDYA
2019-02-21,0.5993,MANDYA
2019-02-21,0.6215,MANDYA
2019-02-23,0.6654,MANDYA
2019-02-23,0.6543,MANDYA
2019-02-26,0.5045,MANDYA
2019-02-26,0.578,MANDYA
2019-02-28,0.5717,MANDYA
2019-03-03,0.5309,MANDYA
2019-03-03,0.4732,MANDYA
2019-03-08,0.5895,MANDYA
2019-03-08,0.6236,MANDYA
2019-03-10,0.1367,MANDYA
2019-03-10,0.1325,MANDYA
2019-03-13,0.6313,MANDYA
2019-03-13,0.6965,MANDYA
2019-03-15,0.6103,MANDYA
2019-03-15,0.5882,MANDYA
2019-03-18,0.4756,MANDYA
2019-03-18,0.5186,MANDYA
2019-03-20,0.4891,MANDYA
2019-03-20,0.5386,MANDYA
2019-03-23,0.629,MANDYA
2019-03-23,0.7335,MANDYA
2019-03-25,0.5382,MANDYA
2019-03-25,0.5097,MANDYA
2019-03-28,0.5041,MANDYA
2019-03-28,0.5704,MANDYA
2019-03-30,0.7711,MANDYA
2019-03-30,0.7277,MANDYA
2019-04-02,0.633,MANDYA
2019-04-02,0.7298,MANDYA
2019-04-04,0.5819,MANDYA
2019-04-04,0.5644,MANDYA
2019-04-07,-0.0332,MANDYA
2019-04-07,-0.0243,MANDYA
2019-04-09,0.7502,MANDYA
2019-04-09,0.668,MANDYA
2019-04-12,0.7018,MANDYA
2019-04-12,0.7792,MANDYA
2019-04-14,0.6831,MANDYA
2019-04-14,0.6695,MANDYA
2019-04-17,0.4626,MANDYA
2019-04-17,0.5367,MANDYA
2019-04-22,0.6905,MANDYA
2019-04-22,0.7915,MANDYA
2019-04-24,0.5771,MANDYA
2019-04-27,0.4654,MANDYA
2019-04-27,0.5466,MANDYA
2019-05-12,0.6785,MANDYA
2019-05-14,0.6308,MANDYA
2019-05-17,0.6306,MANDYA
2019-05-19,0.6843,MANDYA
2019-05-19,0.6651,MANDYA
2019-05-22,0.7565,MANDYA
2019-05-22,0.8302,MANDYA
2019-05-27,0.6697,MANDYA
2019-05-27,0.7167,MANDYA
2019-05-29,0.7505,MANDYA
2019-05-29,0.7521,MANDYA
2019-06-01,0.3896,MANDYA
2019-06-06,0.6029,MANDYA
2019-10-09,0.3669,MANDYA
2019-10-14,0.5929,MANDYA
2019-10-14,0.6136,MANDYA
2019-11-05,0.7685,MANDYA
2019-11-05,0.7522,MANDYA
2019-11-10,0.7076,MANDYA
2019-11-13,0.5796,MANDYA
2019-11-13,0.5817,MANDYA
2019-11-23,0.6197,MANDYA
2019-11-23,0.6561,MANDYA
2019-11-25,0.7715,MANDYA
2019-12-10,0.4778,MANDYA
2019-12-10,0.4615,MANDYA
2019-12-13,0.613,MANDYA
2019-12-13,0.6841,MANDYA
2019-12-18,0.5907,MANDYA
2019-12-18,0.7084,MANDYA
2019-12-28,0.6498,MANDYA
2019-12-28,0.7063,MANDYA
2019-12-30,0.6909,MANDYA
2019-12-30,0.6557,MANDYA
2020-01-07,0.7221,MANDYA
2020-01-07,0.7321,MANDYA
2020-01-09,0.5047,MANDYA
2020-01-09,0.4422,MANDYA
2020-01-12,0.2671,MANDYA
2020-01-12,0.2387,MANDYA
2020-01-14,0.6109,MANDYA
2020-01-14,0.5556,MANDYA
2020-01-17,0.6451,MANDYA
2020-01-19,0.4462,MANDYA
2020-01-19,0.4086,MANDYA
2020-01-22,0.5343,MANDYA
2020-01-22,0.5451,MANDYA
2020-01-24,0.5998,MANDYA
2020-01-24,0.5883,MANDYA
2020-01-27,0.5994,MANDYA
2020-01-27,0.6399,MANDYA
2020-01-29,0.5458,MANDYA
2020-01-29,0.4789,MANDYA
2020-02-01,0.5215,MANDYA
2020-02-01,0.5562,MANDYA
2020-02-03,0.5753,MANDYA
2020-02-03,0.5263,MANDYA
2020-02-06,0.3638,MANDYA
2020-02-08,0.4713,MANDYA
2020-02-08,0.4395,MANDYA
2020-02-11,0.4236,MANDYA
2020-02-11,0.4528,MANDYA
2020-02-13,0.5465,MANDYA
2020-02-13,0.5431,MANDYA
2020-02-16,0.6659,MANDYA
2020-02-16,0.6078,MANDYA
2020-02-18,0.6117,MANDYA
2020-02-18,0.5911,MANDYA
2020-02-21,0.6206,MANDYA
2020-02-21,0.6519,MANDYA
2020-02-26,0.7181,MANDYA
2020-02-26,0.7,MANDYA
2020-02-26,0.6293,MANDYA
2020-02-26,0.6776,MANDYA
2020-03-12,0.6087,MANDYA
2020-03-12,0.648,MANDYA
2020-03-14,0.7373,MANDYA
2020-03-14,0.6999,MANDYA
2020-03-17,0.743,MANDYA
2020-03-19,0.6079,MANDYA
2020-03-19,0.5823,MANDYA
2020-03-22,0.4882,MANDYA
2020-03-22,0.5634,MANDYA
2020-03-24,0.6742,MANDYA
2020-03-24,0.634,MANDYA
2020-03-29,0.714,MANDYA
2020-03-29,0.6988,MANDYA
2020-04-01,0.5815,MANDYA
2020-04-01,0.6073,MANDYA
2020-04-03,0.7668,MANDYA
2020-04-03,0.7305,MANDYA
2020-04-08,0.5507,MANDYA
2020-04-08,0.5408,MANDYA
2020-04-11,0.2784,MANDYA
2020-04-11,0.2878,MANDYA
2020-04-13,0.7894,MANDYA
2020-04-13,0.7583,MANDYA
2020-04-16,0.8236,MANDYA
2020-04-16,0.8036,MANDYA
2020-04-18,0.0792,MANDYA
2020-04-18,0.0783,MANDYA
2020-04-21,0.5963,MANDYA
2020-05-01,0.7219,MANDYA
2020-05-26,0.7273,MANDYA
2020-05-26,0.8416,MANDYA
2020-05-28,0.6143,MANDYA
2020-05-28,0.6003,MANDYA
2020-06-05,0.7042,MANDYA
2020-07-12,0.6715,MANDYA
2020-07-12,0.6564,MANDYA
2020-08-29,0.5377,MANDYA
2020-10-28,0.5667,MANDYA
2020-10-28,0.5841,MANDYA
2020-10-30,0.7164,MANDYA
2020-10-30,0.6881,MANDYA
2020-11-22,0.7292,MANDYA
2020-11-22,0.7548,MANDYA
2020-11-27,0.0328,MANDYA
2020-12-09,0.6294,MANDYA
2020-12-12,0.7839,MANDYA
2020-12-12,0.8436,MANDYA
2020-12-14,0.6062,MANDYA
2020-12-14,0.5471,MANDYA
2020-12-22,0.6388,MANDYA
2020-12-22,0.7116,MANDYA
2020-12-24,0.523,MANDYA
2020-12-24,0.4863,MANDYA
2020-12-27,0.6139,MANDYA
2020-12-27,0.68,MANDYA
2020-12-29,0.7417,MANDYA
2020-12-29,0.7148,MANDYA
2018-01-02,0.1262,MYSORE
2018-02-21,0.1279,MYSORE
2018-12-18,0.1165,MYSORE
2018-12-20,0.1328,MYSORE
2018-12-25,0.0867,MYSORE
2018-12-28,0.0769,MYSORE
2018-12-30,0.1546,MYSORE
2019-01-02,0.116,MYSORE
2019-01-04,0.1143,MYSORE
2019-01-07,0.1218,MYSORE
2019-01-09,0.1156,MYSORE
2019-01-14,0.1062,MYSORE
2019-01-17,0.1115,MYSORE
2019-01-19,0.1193,MYSORE
2019-01-22,0.1193,MYSORE
2019-01-24,0.1152,MYSORE
2019-02-01,0.1161,MYSORE
2019-02-03,0.1087,MYSORE
2019-02-06,0.1016,MYSORE
2019-02-08,0.1162,MYSORE
2019-02-11,0.0984,MYSORE
2019-02-13,0.0901,MYSORE
2019-02-16,0.107,MYSORE
2019-02-18,0.1045,MYSORE
2019-02-21,0.0957,MYSORE
2019-02-23,0.0994,MYSORE
2019-02-26,0.1121,MYSORE
2019-02-28,0.1506,MYSORE
2019-03-03,0.1112,MYSORE
2019-03-08,0.1177,MYSORE
2019-03-10,0.0979,MYSORE
2019-03-13,0.1004,MYSORE
2019-03-15,0.0869,MYSORE
2019-03-18,0.0874,MYSORE
2019-03-20,0.1194,MYSORE
2019-03-23,0.1045,MYSORE
2019-03-25,0.0917,MYSORE
2019-03-28,0.1052,MYSORE
2019-03-30,0.1058,MYSORE
2019-04-02,0.0931,MYSORE
2019-04-04,0.0834,MYSORE
2019-04-07,0.1134,MYSORE
2019-04-09,0.1171,MYSORE
2019-04-12,0.1284,MYSORE
2019-04-14,0.0873,MYSORE
2019-04-17,0.0908,MYSORE
2019-04-22,0.1079,MYSORE
2019-04-27,0.098,MYSORE
2019-05-12,0.118,MYSORE
2019-05-17,0.169,MYSORE
2019-05-19,0.1136,MYSORE
2019-05-22,0.1014,MYSORE
2019-05-27,0.079,MYSORE
2019-05-29,0.0906,MYSORE
2019-10-14,0.1113,MYSORE
2019-11-05,0.1522,MYSORE
2019-11-10,0.0722,MYSORE
2019-11-13,0.1458,MYSORE
2019-11-23,0.1311,MYSORE
2019-11-25,0.1286,MYSORE
2019-12-10,0.1079,MYSORE
2019-12-13,0.1228,MYSORE
2019-12-18,0.1123,MYSORE
2019-12-28,0.1188,MYSORE
2019-12-30,0.1096,MYSORE
2020-01-07,0.1038,MYSORE
2020-01-09,0.1139,MYSORE
2020-01-12,0.1364,MYSORE
2020-01-14,0.1146,MYSORE
2020-01-19,0.016,MYSORE
2020-01-22,0.1044,MYSORE
2020-01-24,0.1112,MYSORE
2020-01-27,0.122,MYSORE
2020-02-01,0.1171,MYSORE
2020-02-03,0.1012,MYSORE
2020-02-11,0.1178,MYSORE
2020-02-13,0.1239,MYSORE
2020-02-16,0.109,MYSORE
2020-02-21,0.1262,MYSORE
2020-02-26,0.0926,MYSORE
2020-03-12,0.1156,MYSORE
2020-03-14,0.1173,MYSORE
2020-03-17,0.1187,MYSORE
2020-03-19,0.1129,MYSORE
2020-03-22,0.1152,MYSORE
2020-03-24,0.0924,MYSORE
2020-03-29,0.108,MYSORE
2020-04-01,0.1289,MYSORE
2020-04-03,0.0997,MYSORE
2020-04-08,0.0995,MYSORE
2020-04-11,0.1226,MYSORE
2020-04-13,0.1128,MYSORE
2020-04-16,0.1202,MYSORE
2020-04-18,0.1492,MYSORE
2020-05-26,0.1741,MYSORE
2020-05-28,0.1049,MYSORE
2020-07-12,0.1252,MYSORE
2020-10-28,0.1676,MYSORE
2020-10-30,0.1764,MYSORE
2020-11-22,0.2067,MYSORE
2020-11-27,0.0729,MYSORE
2020-12-09,0.1413,MYSORE
2020-12-12,0.175,MYSORE
2020-12-14,0.1661,MYSORE
2020-12-22,0.1498,MYSORE
2020-12-24,0.1515,MYSORE
2020-12-27,0.1735,MYSORE
2020-12-29,0.129,MYSORE
2018-02-21,0.267,RAICHUR
2018-03-13,0.235,RAICHUR
2018-03-13,0.2306,RAICHUR
2018-04-02,0.2353,RAICHUR
2018-04-02,0.2252,RAICHUR
2018-12-23,0.1782,RAICHUR
2018-12-28,0.1941,RAICHUR
2018-12-28,0.1925,RAICHUR
2019-01-02,0.2089,RAICHUR
2019-01-02,0.2072,RAICHUR
2019-01-07,0.2008,RAICHUR
2019-01-07,0.195,RAICHUR
2019-01-12,0.1818,RAICHUR
2019-01-12,0.1828,RAICHUR
2019-01-17,0.2094,RAICHUR
2019-01-17,0.2098,RAICHUR
2019-01-22,0.1671,RAICHUR
2019-01-22,0.1675,RAICHUR
2019-02-01,0.1835,RAICHUR
2019-02-01,0.1852,RAICHUR
2019-02-06,0.2012,RAICHUR
2019-02-06,0.2014,RAICHUR
2019-02-16,0.1788,RAICHUR
2019-02-16,0.1797,RAICHUR
2019-02-21,0.1712,RAICHUR
2019-02-21,0.1721,RAICHUR
2019-02-26,0.2046,RAICHUR
2019-02-26,0.2004,RAICHUR
2019-03-03,0.1588,RAICHUR
2019-03-03,0.159,RAICHUR
2019-03-08,0.1629,RAICHUR
2019-03-08,0.1624,RAICHUR
2019-03-13,0.1483,RAICHUR
2019-03-13,0.1479,RAICHUR
2019-03-18,0.2033,RAICHUR
2019-03-18,0.2013,RAICHUR
2019-03-23,0.1501,RAICHUR
2019-03-23,0.1509,RAICHUR
2019-03-28,0.014,RAICHUR
2019-03-28,0.0145,RAICHUR
2019-04-02,0.1519,RAICHUR
2019-04-02,0.1519,RAICHUR
2019-04-07,0.1935,RAICHUR
2019-04-07,0.1935,RAICHUR
2019-04-12,0.1514,RAICHUR
2019-04-12,0.1521,RAICHUR
2019-04-17,0.1581,RAICHUR
2019-04-17,0.1581,RAICHUR
2019-04-22,0.1512,RAICHUR
2019-04-22,0.1521,RAICHUR
2019-05-07,0.1553,RAICHUR
2019-05-07,0.1566,RAICHUR
2019-05-12,-0.0182,RAICHUR
2019-05-12,-0.0186,RAICHUR
2019-05-17,0.1581,RAICHUR
2019-05-17,0.1585,RAICHUR
2019-05-22,0.1215,RAICHUR
2019-05-22,0.1213,RAICHUR
2019-05-27,0.1198,RAICHUR
2019-06-11,0.0302,RAICHUR
2019-10-04,0.3599,RAICHUR
2019-10-04,0.3418,RAICHUR
2019-10-29,0.6662,RAICHUR
2019-11-03,0.4276,RAICHUR
2019-11-03,0.4236,RAICHUR
2019-11-13,0.6704,RAICHUR
2019-11-13,0.6567,RAICHUR
2019-11-18,0.5083,RAICHUR
2019-11-18,0.4962,RAICHUR
2019-11-23,0.5404,RAICHUR
2019-11-23,0.5384,RAICHUR
2019-11-28,0.458,RAICHUR
2019-12-13,0.4351,RAICHUR
2019-12-18,0.3568,RAICHUR
2019-12-18,0.3389,RAICHUR
2020-01-12,0.2335,RAICHUR
2020-01-17,0.2772,RAICHUR
2020-01-17,0.2702,RAICHUR
2020-01-22,0.3445,RAICHUR
2020-01-22,0.3467,RAICHUR
2020-01-27,0.2282,RAICHUR
2020-01-27,0.2276,RAICHUR
2020-02-01,0.2037,RAICHUR
2020-02-01,0.2036,RAICHUR
2020-02-06,0.206,RAICHUR
2020-02-06,0.2016,RAICHUR
2020-02-16,0.2264,RAICHUR
2020-02-16,0.2284,RAICHUR
2020-02-21,0.2199,RAICHUR
2020-02-21,0.2187,RAICHUR
2020-02-26,0.1908,RAICHUR
2020-02-26,0.1939,RAICHUR
2020-03-02,0.1966,RAICHUR
2020-03-02,0.2178,RAICHUR
2020-03-07,0.0646,RAICHUR
2020-03-12,0.196,RAICHUR
2020-03-12,0.1986,RAICHUR
2020-03-17,0.1921,RAICHUR
2020-03-17,0.1913,RAICHUR
2020-03-22,0.2277,RAICHUR
2020-03-22,0.2302,RAICHUR
2020-03-27,0.1928,RAICHUR
2020-03-27,0.1935,RAICHUR
2020-04-01,0.1916,RAICHUR
2020-04-01,0.1821,RAICHUR
2020-04-06,0.1497,RAICHUR
2020-04-11,0.2028,RAICHUR
2020-04-11,0.1952,RAICHUR
2020-04-16,0.1898,RAICHUR
2020-04-16,0.1912,RAICHUR
2020-04-21,0.2297,RAICHUR
2020-04-21,0.2308,RAICHUR
2020-04-26,0.1783,RAICHUR
2020-04-26,0.1765,RAICHUR
2020-05-01,0.2187,RAICHUR
2020-05-01,0.216,RAICHUR
2020-05-06,0.1864,RAICHUR
2020-05-06,0.1869,RAICHUR
2020-05-11,0.2003,RAICHUR
2020-05-11,0.2015,RAICHUR
2020-05-26,0.1719,RAICHUR
2020-05-26,0.1719,RAICHUR
2020-06-05,0.3169,RAICHUR
2020-06-25,0.5021,RAICHUR
2020-06-25,0.5032,RAICHUR
2020-09-08,0.3919,RAICHUR
2020-10-18,0.6768,RAICHUR
2020-10-18,0.6674,RAICHUR
2020-10-28,0.7297,RAICHUR
2020-10-28,0.7095,RAICHUR
2020-11-02,0.6815,RAICHUR
2020-11-02,0.6551,RAICHUR
2020-11-17,0.413,RAICHUR
2020-11-22,0.4863,RAICHUR
2020-12-02,0.3836,RAICHUR
2020-12-07,0.4175,RAICHUR
2020-12-12,0.3924,RAICHUR
2020-12-12,0.3946,RAICHUR
2020-12-17,0.2687,RAICHUR
2020-12-17,0.2536,RAICHUR
2020-12-22,0.3776,RAICHUR
2020-12-27,0.3497,RAICHUR
2020-12-27,0.294,RAICHUR
2018-03-10,0.1031,RAMANAGARA
2018-12-20,0.128,RAMANAGARA
2018-12-25,0.1606,RAMANAGARA
2019-01-04,0.1376,RAMANAGARA
2019-01-09,0.1727,RAMANAGARA
2019-01-14,0.1061,RAMANAGARA
2019-01-19,0.1076,RAMANAGARA
2019-01-24,0.1174,RAMANAGARA
2019-02-03,0.1384,RAMANAGARA
2019-02-08,0.0487,RAMANAGARA
2019-02-13,0.0802,RAMANAGARA
2019-02-18,0.078,RAMANAGARA
2019-02-23,0.0803,RAMANAGARA
2019-02-28,0.0793,RAMANAGARA
2019-03-10,0.0995,RAMANAGARA
2019-03-15,0.0653,RAMANAGARA
2019-03-20,0.1036,RAMANAGARA
2019-03-25,0.084,RAMANAGARA
2019-03-30,0.107,RAMANAGARA
2019-04-04,0.0917,RAMANAGARA
2019-04-09,0.0909,RAMANAGARA
2019-04-14,0.1046,RAMANAGARA
2019-04-19,0.0995,RAMANAGARA
2019-04-24,0.0965,RAMANAGARA
2019-05-14,0.1518,RAMANAGARA
2019-05-19,0.1166,RAMANAGARA
2019-11-05,0.1891,RAMANAGARA
2019-12-10,0.209,RAMANAGARA
2019-12-30,0.1324,RAMANAGARA
2020-01-04,-0.0046,RAMANAGARA
2020-01-09,0.1703,RAMANAGARA
2020-01-14,0.143,RAMANAGARA
2020-01-19,0.0561,RAMANAGARA
2020-01-24,0.1506,RAMANAGARA
2020-01-29,0.0923,RAMANAGARA
2020-02-03,0.072,RAMANAGARA
2020-02-08,0.0957,RAMANAGARA
2020-02-13,0.1484,RAMANAGARA
2020-02-18,0.1128,RAMANAGARA
2020-03-14,0.1241,RAMANAGARA
2020-03-19,0.0878,RAMANAGARA
2020-03-24,0.1413,RAMANAGARA
2020-03-29,0.1372,RAMANAGARA
2020-04-08,0.0971,RAMANAGARA
2020-04-13,0.1514,RAMANAGARA
2020-04-18,0.1205,RAMANAGARA
2020-05-28,0.1151,RAMANAGARA
2020-12-14,0.0092,RAMANAGARA
2020-12-24,0.1148,RAMANAGARA
2020-12-29,0.1221,RAMANAGARA
2018-04-02,0.6898,SHIMOGA
2018-12-18,0.6105,SHIMOGA
2018-12-23,0.6448,SHIMOGA
2018-12-28,0.5566,SHIMOGA
2019-01-02,0.6762,SHIMOGA
2019-01-07,0.5703,SHIMOGA
2019-01-12,0.4662,SHIMOGA
2019-01-17,0.3055,SHIMOGA
2019-01-22,0.3226,SHIMOGA
2019-02-01,0.3909,SHIMOGA
2019-02-06,0.4599,SHIMOGA
2019-02-11,0.6852,SHIMOGA
2019-02-16,0.6781,SHIMOGA
2019-02-21,0.7328,SHIMOGA
2019-02-26,0.6136,SHIMOGA
2019-03-03,0.7226,SHIMOGA
2019-03-08,0.7396,SHIMOGA
2019-03-13,0.8083,SHIMOGA
2019-03-18,0.5708,SHIMOGA
2019-03-23,0.7457,SHIMOGA
2019-03-28,0.6027,SHIMOGA
2019-04-02,0.7332,SHIMOGA
2019-04-07,0.1661,SHIMOGA
2019-04-12,0.7548,SHIMOGA
2019-04-17,0.6174,SHIMOGA
2019-04-22,0.7104,SHIMOGA
2019-05-12,0.7119,SHIMOGA
2019-05-17,0.687,SHIMOGA
2019-05-22,0.7025,SHIMOGA
2019-05-27,0.6249,SHIMOGA
2019-10-14,0.8641,SHIMOGA
2019-10-29,0.8937,SHIMOGA
2019-11-08,0.8429,SHIMOGA
2019-11-13,0.6209,SHIMOGA
2019-11-18,0.743,SHIMOGA
2019-11-23,0.7901,SHIMOGA
2019-11-28,0.8429,SHIMOGA
2019-11-28,0.8217,SHIMOGA
2019-12-08,0.806,SHIMOGA
2019-12-13,0.7262,SHIMOGA
2019-12-18,0.776,SHIMOGA
2019-12-28,0.7297,SHIMOGA
2020-01-07,0.8075,SHIMOGA
2020-01-12,0.7579,SHIMOGA
2020-01-17,0.697,SHIMOGA
2020-01-22,0.6802,SHIMOGA
2020-01-27,0.6573,SHIMOGA
2020-02-01,0.6704,SHIMOGA
2020-02-06,0.6081,SHIMOGA
2020-02-06,0.5827,SHIMOGA
2020-02-11,0.485,SHIMOGA
2020-02-16,0.4779,SHIMOGA
2020-02-21,0.3405,SHIMOGA
2020-02-26,0.3646,SHIMOGA
2020-03-07,0.6456,SHIMOGA
2020-03-12,0.7353,SHIMOGA
2020-03-17,0.7169,SHIMOGA
2020-03-22,0.6257,SHIMOGA
2020-04-01,0.7142,SHIMOGA
2020-04-06,0.7626,SHIMOGA
2020-04-11,0.7632,SHIMOGA
2020-04-16,0.805,SHIMOGA
2020-04-21,0.6418,SHIMOGA
2020-04-26,0.8436,SHIMOGA
2020-05-06,0.9072,SHIMOGA
2020-05-26,0.8524,SHIMOGA
2020-10-28,0.841,SHIMOGA
2020-12-02,0.8189,SHIMOGA
2020-12-12,0.7787,SHIMOGA
2020-12-22,0.7903,SHIMOGA
2020-12-27,0.7195,SHIMOGA
2018-02-21,0.6544,TUMKUR
2018-03-10,0.7453,TUMKUR
2018-12-18,0.6994,TUMKUR
2018-12-20,0.5534,TUMKUR
2018-12-23,0.7596,TUMKUR
2018-12-25,0.4764,TUMKUR
2018-12-28,0.1638,TUMKUR
2019-01-02,0.7454,TUMKUR
2019-01-04,0.7269,TUMKUR
2019-01-07,0.6888,TUMKUR
2019-01-09,0.7412,TUMKUR
2019-01-14,0.6493,TUMKUR
2019-01-17,0.5116,TUMKUR
2019-01-19,0.6923,TUMKUR
2019-01-22,0.5156,TUMKUR
2019-01-24,0.4059,TUMKUR
2019-02-01,0.3967,TUMKUR
2019-02-03,0.4176,TUMKUR
2019-02-06,0.4412,TUMKUR
2019-02-08,0.2272,TUMKUR
2019-02-11,0.5799,TUMKUR
2019-02-13,0.6597,TUMKUR
